"","sample_type","sample_id","time_comparison","total_cells","(15,85]","(5,15]","[0,5]","(85,95]","(95,100]","degree_of_change","direction_of_change"
"1","RV","001","0v7",200000,199430,57,0,226,287,0.1435,1
