"","X105","X205","X305","X495","X595","X605","X795","X895","X995","X1095","X1195","X1295"
"1",2.27997799779978,2.40350877192982,0.942622950819672,98.6119388160509,96.8105849582173,0.722222222222222,95.8333333333333,99.559925093633,97.5555555555556,98.2646048109966,95.6666666666667,95.5555555555556
