"","X195","X295","X305","X405","X505","X605","X705","X895","X995","X1095","X1195","X1295","X1395","X1495"
"1",95.8576998050682,96.2910052910053,2.06214689265537,1.66666666666667,3.28282828282828,2.73809523809524,3.33333333333333,95,95,95.8333333333333,95,95.3703703703704,95,95
